"","COMPANY","X","JOB_ID","JOB_FUNCTION","JOB_REGION","JOB_IMPRESSIONS","JOB_VIEWS","JOB_APPLICATIONS","HIRED_THREEMONTHS","EMPLOYED_ONEYEAR"
"329","Company_ABC","3/28/2018",3837,"Human Resources","Asia Pacific","56279","1137",163,0,0
"330","Company_ABC","3/29/2018",2806,"Sales","Asia Pacific","24911","814",180,1,0
"331","Company_ABC","3/30/2018",3516,"Human Resources","Asia Pacific","69830","1466",190,1,0
"332","Company_ABC","3/31/2018",6072,"Support","Europe","79874","896",126,0,0
"333","Company_ABC","4/1/2018",6030,"Support","Europe","16224","728",118,0,0
"334","Company_ABC","4/2/2018",2118,"Sales","North America","29570","1068",219,1,0
"335","Company_ABC","4/3/2018",3314,"Finance","Europe","50045","1336",215,0,0
"336","Company_ABC","4/4/2018",1818,"Human Resources","Latin America","37868","979",235,1,0
"337","Company_ABC","4/5/2018",3259,"Support","Europe","26090","647",249,1,0
"338","Company_ABC","4/6/2018",4592,"Support","Asia Pacific","73248","617",287,1,1
"339","Company_ABC","4/7/2018",2678,"Operations","Latin America","71043","836",238,1,1
"340","Company_ABC","4/8/2018",3757,"Sales","Latin America","27868","928",155,1,0
"341","Company_ABC","4/9/2018",2847,"Sales","Europe","62796","1252",159,1,1
"342","Company_ABC","4/10/2018",4619,"Human Resources","Europe","56219","602",219,0,0
"343","Company_ABC","4/11/2018",6139,"Sales","Asia Pacific",NA,"1315",136,0,0
"344","Company_ABC","4/12/2018",5517,"Engineering","Europe","37455","764",241,0,0
"345","Company_ABC","4/13/2018",6521,"Operations","Europe","10913","1121",124,1,0
"346","Company_ABC","4/14/2018",5422,"Sales","Europe","44453","973",172,1,0
"347","Company_ABC","4/15/2018",5917,"Finance","Asia Pacific","53119","1016",271,1,0
"348","Company_ABC","4/16/2018",1083,"Finance","Latin America","60686","748",134,1,0
"349","Company_ABC","4/17/2018",4307,"IT","Latin America","12770","990",254,0,0
"350","Company_ABC","4/18/2018",6415,"Support","Europe","17598","1216",129,1,0
"351","Company_ABC","4/19/2018",5781,"Human Resources","Asia Pacific","48343","757",276,1,1
"352","Company_ABC","4/20/2018",5241,"Human Resources","Latin America","78900","1412",138,1,0
"353","Company_ABC","4/21/2018",3985,"Operations","Latin America","18822","1499",136,0,0
"354","Company_ABC","4/22/2018",5274,"Human Resources","North America","29332","1246",236,1,0
"355","Company_ABC","4/23/2018",2254,"Support","Europe","58053","1385",192,1,1
"356","Company_ABC","4/24/2018",1855,"Sales","North America","45471","705",276,1,1
"357","Company_ABC","4/25/2018",5608,"Sales","Europe","20843","1452",204,0,0
"358","Company_ABC","4/26/2018",5367,"Support","Asia Pacific","21507","994",123,0,0
"359","Company_ABC","4/27/2018",6360,"Support","Europe","30061","922",165,0,0
"360","Company_ABC","4/28/2018",2638,"Human Resources","North America","34171","908",238,1,0
"361","Company_ABC","4/29/2018",5148,"Support","Europe","15714","1213",209,0,0
"362","Company_ABC","4/30/2018",2902,"Engineering","Asia Pacific","57313","1035",295,1,0
"363","Company_ABC","5/1/2018",1543,"Human Resources","Europe","55127","896",101,1,0
"364","Company_ABC","4/2/2018",4248,"Engineering","Europe","62127","1429",193,1,1
"365","Company_ABC","4/3/2018",6156,"Finance","Asia Pacific","58851","581",230,1,0
"366","Company_ABC","4/4/2018",2207,"Sales","Asia","50930","1244",247,1,1
"367","Company_ABC","4/5/2018",5362,"Support","Latin America","73957","599",264,0,0
"368","Company_ABC","4/6/2018",3007,"Engineering","Europe","64618","1043",104,0,0
"369","Company_ABC","4/7/2018",4729,"Sales","Latin America","53343","n.a.",283,1,0
"370","Company_ABC","4/8/2018",5327,"Human Resources","Latin America","43165","1349",181,1,0
"371","Company_ABC","4/9/2018",1707,"IT","Asia Pacific","65768","797",240,1,1
"372","Company_ABC","4/10/2018",4378,"Human Resources","Asia Pacific","59701","1024",265,0,0
"373","Company_ABC","4/11/2018",6034,"Support","North America","60088","1212",283,0,0
"374","Company_ABC","4/12/2018",2665,"Finance","Latin America","60133","812",262,1,1
"375","Company_ABC","4/13/2018",1263,"Support","Asia Pacific","44122","1298",127,1,0
"376","Company_ABC","4/14/2018",4651,NA,"Latin America","30720","1069",215,1,0
"377","Company_ABC","4/15/2018",4402,"Finance","Latin America","47237","1398",202,0,0
"378","Company_ABC","4/16/2018",3048,"Sales","North America","64805","879",232,1,1
"379","Company_ABC","4/17/2018",3386,"Marketing","North America","38172","654",168,1,0
"380","Company_ABC","4/18/2018",5911,"Human Resources","Europe","36349","674",289,1,0
"381","Company_ABC","4/19/2018",2054,"IT","Latin America","58249","964",109,1,0
"382","Company_ABC","4/20/2018",2479,"Human Resources","Asia Pacific","33568","1051",258,1,0
"383","Company_ABC","4/21/2018",4667,"Engineering","Latin America","29633","616",239,0,0
"384","Company_ABC","4/22/2018",1997,"Finance","North America","75946","715",250,1,1
"385","Company_ABC","4/23/2018",2546,"IT","Europe","61447","n.a.",195,1,1
"386","Company_ABC","4/24/2018",2141,"Engineering","North America","19034","1451",280,1,0
"387","Company_ABC","4/25/2018",3449,"IT","North America",NA,"1307",152,1,0
"388","Company_ABC","4/26/2018",2551,"Sales","Asia Pacific","42242","592",153,1,0
"389","Company_ABC","4/27/2018",6733,"Marketing","Latin America","77507","605",226,0,0
"390","Company_ABC","4/28/2018",5343,"Human Resources","North America","38870","1201",241,1,0
"391","Company_ABC","4/29/2018",4359,"Finance","North America","30445","1363",297,1,0
"392","Company_ABC","4/30/2018",4253,"Engineering","Latin America","41615","1086",102,0,0
"393","Company_ABC","5/1/2018",2623,"Engineering","Asia Pacific","44979","758",235,0,0
"394","Company_ABC","4/2/2018",4492,"Human Resources","Asia","38132","733",286,0,0
"395","Company_ABC","4/3/2018",6566,"Marketing","North America","12600","1337",178,0,0
"396","Company_ABC","4/4/2018",5552,"IT","Latin America","52724","964",193,1,1
"397","Company_ABC","4/5/2018",5689,"Support","Asia Pacific","26840","896",127,1,0
"398","Company_ABC","4/6/2018",3860,"Operations","Latin America","43203","604",230,1,0
"399","Company_ABC","4/7/2018",6336,"Engineering","Europe","61341","n.a.",132,0,0
"400","Company_ABC","4/8/2018",6873,"Marketing","Asia Pacific","62586","1111",227,0,0
"401","Company_ABC","4/9/2018",2748,"Engineering","Europe","49820","863",103,0,0
"402","Company_ABC","4/10/2018",3913,"IT","Latin America","12908","1024",271,1,0
"403","Company_ABC","4/11/2018",2040,"IT","Europe",NA,"1092",118,1,0
"404","Company_ABC","4/12/2018",6287,"IT","Europe","49047","1497",174,1,0
"405","Company_ABC","4/13/2018",5818,"Marketing","Latin America","46704","629",192,1,1
"406","Company_ABC","4/14/2018",NA,"Operations","Latin America","34574","1490",182,1,0
"407","Company_ABC","4/15/2018",6360,"IT","Europe","61890","1500",257,0,0
"408","Company_ABC","4/16/2018",1273,"Sales","North America","29714","1377",270,0,0
"409","Company_ABC","4/17/2018",2988,"Human Resources","Europe","62630","597",229,0,0
"410","Company_ABC","4/18/2018",5969,"IT","North America","29166","889",230,1,0
"411","Company_ABC","4/19/2018",6864,"Human Resources","Europe","63732","792",280,0,0
"412","Company_ABC","4/20/2018",3021,"Support","Europe","79661","1351",142,1,1
"413","Company_ABC","4/21/2018",1664,"Operations","Asia Pacific","60972","n.a.",204,1,0
"414","Company_ABC","4/22/2018",6126,"Human Resources","Latin America","39392","509",257,1,0
"415","Company_ABC","4/23/2018",4881,"Finance","Latin America","14380","571",156,1,0
"416","Company_ABC","4/24/2018",3159,NA,"Latin America","77384","1376",184,0,0
"417","Company_ABC","4/25/2018",2909,"Sales","Latin America","61990","1366",163,1,1
"418","Company_ABC","4/26/2018",1772,"Engineering","North America","39830","828",212,1,0
"419","Company_ABC","4/27/2018",5029,NA,"Latin America",NA,"1449",157,0,0
"420","Company_ABC","4/28/2018",1338,"Marketing","Asia Pacific","52193","1331",152,0,0
"421","Company_ABC","4/29/2018",5839,"Marketing","Asia Pacific","48144","862",136,1,1
"422","Company_ABC","4/30/2018",1872,"Sales","North America","43503","1044",288,1,0
"423","Company_ABC","5/1/2018",6566,"Human Resources","Asia Pacific","70182","929",214,1,1
"424","Company_ABC","4/2/2018",2396,"Support","Asia Pacific","17317","n.a.",241,1,0
"425","Company_ABC","4/3/2018",6361,"Marketing","North America","27675","944",240,1,0
"426","Company_ABC","4/4/2018",5324,"Support","Europe",NA,"853",125,0,0
"427","Company_ABC","4/5/2018",4125,"Support","Asia Pacific","77558","814",111,0,0
"428","Company_ABC","4/6/2018",6003,"Sales","Europe","73766","1035",271,0,0
"429","Company_ABC","4/7/2018",3326,"Human Resources","Latin America","44466","1316",270,1,0
"430","Company_ABC","4/8/2018",1804,"Marketing","Europe","65933","599",247,0,0
"431","Company_ABC","4/9/2018",3712,"IT","Asia Pacific","49444","886",273,1,0
"432","Company_ABC","4/10/2018",6541,"Finance","Asia Pacific","47163","1220",211,1,0
"433","Company_ABC","4/11/2018",6281,"Engineering","North America","18302","n.a.",115,0,0
"434","Company_ABC","4/12/2018",2298,"Marketing","Europe","12822","1177",236,1,0
"435","Company_ABC","4/13/2018",4976,"Operations","Europe","32250","1153",289,1,0
"436","Company_ABC","4/14/2018",6005,"Sales","Latin America","40416","1349",208,1,0
"437","Company_ABC","4/15/2018",4176,"Engineering","Asia Pacific","57992","n.a.",193,0,0
"438","Company_ABC","4/16/2018",3902,"Operations","Asia Pacific","58079","1020",228,1,1
"439","Company_ABC","4/17/2018",4498,"IT","North America","63812","1393",279,0,0
"440","Company_ABC","4/18/2018",4125,"Finance","Asia Pacific","64508","814",290,1,1
"441","Company_ABC","4/19/2018",6904,"IT","Europe",NA,"640",191,1,1
"442","Company_ABC","4/20/2018",3794,NA,"Latin America","27708","753",220,1,0
"443","Company_ABC","4/21/2018",4142,NA,"North America","59309","737",188,0,0
"444","Company_ABC","4/22/2018",6305,"IT","Europe","34182","n.a.",263,0,0
"445","Company_ABC","4/23/2018",2098,"Operations","North America","37030","940",135,0,0
"446","Company_ABC","4/24/2018",1719,"Support","North America","15084","1358",268,0,0
"447","Company_ABC","4/25/2018",2062,"Sales","Latin America","11968","1433",269,0,0
"448","Company_ABC","4/26/2018",5232,"Marketing","North America",NA,"568",244,1,1
"449","Company_ABC","4/27/2018",5414,"Marketing","Asia Pacific","38080","1208",227,1,0
"450","Company_ABC","4/28/2018",3941,"Operations","Europe","31035","1367",102,1,0
"451","Company_ABC","4/29/2018",2324,"Support","Europe","55559","752",116,0,0
"452","Company_ABC","4/30/2018",4184,"Engineering","Asia Pacific","79824","604",275,0,0
"453","Company_ABC","5/1/2018",4668,"Engineering","North America","54848","849",299,1,0
"454","Company_ABC","5/2/2018",3313,"Marketing","North America","37825","1073",267,1,0
"455","Company_ABC","5/3/2018",4821,"Operations","Latin America","31396","614",256,1,0
"456","Company_ABC","5/4/2018",5933,"Marketing","Latin America","52626","1197",225,0,0
"457","Company_ABC","5/5/2018",4913,"Human Resources","Europe","48354","732",158,0,0
"458","Company_ABC","5/6/2018",5992,"Engineering","North America","77496","1312",153,1,0
"459","Company_ABC","5/7/2018",5272,"Marketing","Asia Pacific","43044","682",281,0,0
"460","Company_ABC","5/8/2018",5381,"Engineering","North America",NA,"500",291,1,1
"461","Company_ABC","5/9/2018",4373,"Marketing","Latin America","11978","948",186,1,0
"462","Company_ABC","5/10/2018",6690,"Engineering","Asia Pacific","73165","1238",138,1,0
"463","Company_ABC","5/11/2018",1256,"Sales","North America","54718","n.a.",210,0,0
"464","Company_ABC","5/12/2018",1463,"IT","Latin America","26715","1341",244,0,0
"465","Company_ABC","5/13/2018",2189,"Finance","North America","56099","826",160,1,0
"466","Company_ABC","5/14/2018",5983,NA,"Asia Pacific","26524","1298",105,1,0
"467","Company_ABC","5/15/2018",1916,"Finance","Latin America",NA,"795",266,0,0
"468","Company_ABC","5/16/2018",6772,"Marketing","Latin America","57261","767",243,1,1
"469","Company_ABC","5/17/2018",3552,"Sales","Asia Pacific","20961","534",249,0,0
"470","Company_ABC","5/18/2018",6687,"Support","Latin America","58014","1396",189,0,0
"471","Company_ABC","5/19/2018",3269,"Finance","Europe","72353","1187",142,1,0
"472","Company_ABC","5/20/2018",6670,"Engineering","Latin America",NA,"1375",189,1,1
"473","Company_ABC","5/21/2018",6922,"Operations","Asia Pacific","47971","900",136,1,1
"474","Company_ABC","5/22/2018",5802,NA,"North America","18324","564",205,1,0
"475","Company_ABC","5/23/2018",5120,"Sales","Europe","29629","1208",134,1,0
"476","Company_ABC","5/24/2018",4983,"Marketing","Europe","61935","676",122,0,0
"477","Company_ABC","5/25/2018",4262,"Human Resources","North America","38840","694",106,0,0
"478","Company_ABC","5/26/2018",5845,"Finance","Asia Pacific","33802","1082",224,0,0
"479","Company_ABC","5/27/2018",3861,"Support","Europe","78562","707",121,0,0
"480","Company_ABC","5/28/2018",2022,"Sales","Asia Pacific","57850","1481",293,0,0
"481","Company_ABC","5/29/2018",6649,"Sales","North America","75637","669",204,1,1
"482","Company_ABC","5/30/2018",1306,"Sales","North America","57471","825",152,0,0
"483","Company_ABC","5/31/2018",3496,"IT","Latin America","74805","1364",225,1,1
"484","Company_ABC","6/1/2018",1797,"Human Resources","Asia Pacific","71459","1124",179,1,1
"485","Company_ABC","5/2/2018",3516,"Support","North America","61153","583",134,1,1
"486","Company_ABC","5/3/2018",2679,"Engineering","Latin America","32135","1004",205,0,0
"487","Company_ABC","5/4/2018",6307,"Sales","Asia Pacific","45097","957",290,1,1
"488","Company_ABC","5/5/2018",1539,"IT","Asia Pacific","51268","901",195,1,1
"489","Company_ABC","5/6/2018",4671,"IT","North America","30312","1079",243,1,0
"490","Company_ABC","5/7/2018",6221,"Finance","Asia Pacific","73560","1345",289,0,0
"491","Company_ABC","5/8/2018",6122,"IT","North America",NA,"1279",155,1,1
"492","Company_ABC","5/9/2018",6551,"Marketing","Latin America","59003","1072",117,0,0
"493","Company_ABC","5/10/2018",5624,"Sales","Latin America","52007","1141",225,1,0
"494","Company_ABC","5/11/2018",3516,"Human Resources","Latin America","34648","1053",224,1,0
"495","Company_ABC","5/12/2018",2032,"Support","North America","76606","1013",268,1,1
"496","Company_ABC","5/13/2018",2560,"IT","Asia Pacific","64011","1009",196,1,1
"497","Company_ABC","5/14/2018",6062,"Human Resources","Asia Pacific","27554","1446",261,0,0
"498","Company_ABC","5/15/2018",5923,"Human Resources","Latin America","79205","1045",271,0,0
"499","Company_ABC","5/16/2018",2800,"Human Resources","Asia Pacific","40840","896",294,1,0
"500","Company_ABC","5/17/2018",3297,"Sales","North America","15719","1269",286,1,0
"501","Company_ABC","5/18/2018",1938,"INFORMATION TECHNOLOGY","Europe","70172","1063",289,1,0
"502","Company_ABC","5/19/2018",2288,"Human Resources","Europe","64928","547",234,1,1
"503","Company_ABC","5/20/2018",7000,"IT","Asia Pacific","24532","1492",178,1,0
"504","Company_ABC","5/21/2018",3609,"IT","North America","19313","1119",NA,0,0
"505","Company_ABC","5/22/2018",4337,"Operations","Asia Pacific","77907","1127",232,0,0
"506","Company_ABC","5/23/2018",NA,"Sales","North America","40283","868",123,1,0
"507","Company_ABC","5/24/2018",1560,"Engineering","Latin America","45978","1224",282,1,0
"508","Company_ABC","5/25/2018",6654,"Support","North America","11773","743",237,1,0
"509","Company_ABC","5/26/2018",6170,"Engineering","Asia Pacific","78933","979",203,1,0
"510","Company_ABC","5/27/2018",3253,"Human Resources","Asia Pacific","75935","1365",267,1,1
"511","Company_ABC","5/28/2018",3234,"Support","Latin America","79279","742",144,1,0
"512","Company_ABC","5/29/2018",2709,"Finance","North America","51876","1087",194,0,0
"513","Company_ABC","5/30/2018",3939,"Engineering","Asia Pacific","42680","1042",171,0,0
"514","Company_ABC","5/31/2018",2556,NA,"Europe","46822","943",118,1,1
"515","Company_ABC","6/1/2018",2309,"Engineering","Europe","46881","589",170,1,0
"516","Company_ABC","5/2/2018",NA,"Human Resources","North America","20211","878",286,1,0
"517","Company_ABC","5/3/2018",5850,"Support","Europe","78652","940",103,0,0
"518","Company_ABC","5/4/2018",6033,"Support","Asia","37032","1315",NA,0,0
"519","Company_ABC","5/5/2018",6079,"Human Resources","Europe","62890","643",163,1,0
"520","Company_ABC","5/6/2018",6695,"Sales","North America","43746","n.a.",284,0,0
"521","Company_ABC","5/7/2018",1441,"Finance","Europe","76748","983",227,1,1
"522","Company_ABC","5/8/2018",2758,"Human Resources","Europe","75688","731",275,1,1
"523","Company_ABC","6/2/2018",1498,"Engineering","Asia Pacific","40969","1089",261,1,0
"524","Company_ABC","6/3/2018",3168,"Operations","Asia Pacific","54177","1349",197,1,0
"525","Company_ABC","6/4/2018",2654,"Marketing","Asia Pacific",NA,"660",279,1,1
"526","Company_ABC","6/5/2018",4131,"Human Resources","Europe",NA,"1164",285,1,1
"527","Company_ABC","6/6/2018",4018,"Finance","North America","31134","885",253,1,0
"528","Company_ABC","6/7/2018",2783,"Marketing","Europe","76464","762",221,0,0
"529","Company_ABC","6/8/2018",5065,"Marketing","North America","15270","1005",273,1,0
"530","Company_ABC","6/9/2018",1987,"Operations","North America","74583","716",216,0,0
"531","Company_ABC","6/10/2018",6705,"Human Resources","Europe","60156","1274",125,1,1
"532","Company_ABC","6/11/2018",1818,"Sales","Asia Pacific","75798","1179",124,0,0
"533","Company_ABC","6/12/2018",1719,"Finance","Asia Pacific","28020","1049",234,0,0
"534","Company_ABC","6/13/2018",2317,"Operations","Asia Pacific","64981","696",262,1,1
"535","Company_ABC","6/14/2018",3891,"Operations","North America","17821","1460",286,1,0
"536","Company_ABC","6/15/2018",NA,"Finance","Asia Pacific","11590","1064",115,0,0
"537","Company_ABC","6/16/2018",5843,"Support","Asia Pacific","52851","1057",156,1,0
"538","Company_ABC","6/17/2018",2926,"Engineering","Europe","35182","878",251,0,0
"539","Company_ABC","6/18/2018",5589,"Engineering","Asia","32967","1321",296,1,0
"540","Company_ABC","6/19/2018",3366,"IT","North America","40496","546",231,1,0
"541","Company_ABC","6/20/2018",2606,"Human Resources","North America","14577","939",205,0,0
"542","Company_ABC","6/21/2018",6685,"Support","Asia Pacific","59771","1166",NA,1,1
"543","Company_ABC","6/22/2018",5919,"Operations","Asia Pacific","13323","659",103,0,0
"544","Company_ABC","6/23/2018",5711,"Marketing","Europe","18913","1353",252,1,0
"545","Company_ABC","6/24/2018",3425,"Sales","Europe","67381","820",176,0,0
"546","Company_ABC","6/25/2018",2801,"Marketing","Europe","64082","639",202,1,1
"547","Company_ABC","6/26/2018",4845,"Human Resources","Asia Pacific","35755","1455",254,0,0
"548","Company_ABC","6/27/2018",1752,"Human Resources","Europe","59616","508",208,0,0
"549","Company_ABC","6/28/2018",3811,"Support","Latin America","10726","840",275,1,0
"550","Company_ABC","6/29/2018",2416,"Support","North America","59250","1278",258,1,0
"551","Company_ABC","6/30/2018",5656,"Engineering","Asia","36994","1182",141,1,0
"552","Company_ABC","7/1/2018",4378,"Operations","North America","66001","1144",159,0,0
"553","Company_ABC","6/2/2018",1640,"Finance","Europe","78105","1278",280,1,1
"554","Company_ABC","6/3/2018",6838,"Marketing","Europe","72333","1232",208,0,0
"555","Company_ABC","6/4/2018",6972,NA,"Latin America","20477","1098",268,0,0
"556","Company_ABC","6/5/2018",6034,"Sales","Latin America","40609","867",166,1,0
"557","Company_ABC","6/6/2018",1880,"IT","Europe","32668","1494",263,1,0
"558","Company_ABC","6/7/2018",4186,"Marketing","Asia Pacific","34412","1253",139,0,0
"559","Company_ABC","6/8/2018",5179,"Finance","North America","25859","597",160,0,0
"560","Company_ABC","6/9/2018",1351,"Engineering","Asia Pacific","26254","596",153,1,0
"561","Company_ABC","6/10/2018",2339,"Finance","North America","27280","1327",218,0,0
"562","Company_ABC","6/11/2018",2892,"Marketing","Latin America","64367","991",184,1,0
"563","Company_ABC","6/12/2018",3161,"Engineering","Latin America","75633","1063",108,0,0
"564","Company_ABC","6/13/2018",5590,"Operations","North America","20731","n.a.",107,1,0
"565","Company_ABC","6/14/2018",3633,"Marketing","North America","40498","1379",234,1,0
"566","Company_ABC","6/15/2018",2337,"Sales","North America","68598","1034",178,0,0
"567","Company_ABC","6/16/2018",3613,"Support","North America","17698","900",220,0,0
"568","Company_ABC","6/17/2018",4238,NA,"Asia Pacific","49747","1144",246,1,1
"569","Company_ABC","6/18/2018",3765,"Operations","Asia Pacific","27810","1293",212,0,0
"570","Company_ABC","6/19/2018",5029,"Finance","Europe","32772","n.a.",278,0,0
"571","Company_ABC","6/20/2018",6796,"Finance","North America","43076","575",127,1,0
"572","Company_ABC","6/21/2018",1817,"IT","Asia Pacific","65344","838",193,1,1
"573","Company_ABC","6/22/2018",2532,"Support","North America","74476","584",187,1,0
"574","Company_ABC","6/23/2018",2574,"Sales","North America","73700","755",196,0,0
"575","Company_ABC","6/24/2018",6479,"Sales","Latin America","55458","811",242,1,1
"576","Company_ABC","6/25/2018",1410,"Support","Latin America",NA,"915",297,1,0
"577","Company_ABC","6/26/2018",3978,NA,"Asia Pacific","42202","862",216,1,0
"578","Company_ABC","6/27/2018",4977,"Operations","Asia Pacific","56017","531",186,1,1
"579","Company_ABC","6/28/2018",3070,"Finance","Asia Pacific","40233","966",218,0,0
"580","Company_ABC","6/29/2018",5749,"Engineering","Asia Pacific","13693","1387",145,1,0
"581","Company_ABC","6/30/2018",5709,"Engineering","North America","39542","1219",200,1,0
"582","Company_ABC","7/1/2018",3812,"Support","Europe","55067","695",176,1,0
"583","Company_ABC","6/2/2018",1589,"Marketing","Europe","51593","1380",113,1,1
"584","Company_ABC","6/3/2018",2334,"Human Resources","Asia","43333","655",250,0,0
"585","Company_ABC","6/4/2018",6591,"Finance","North America","79133","1062",134,1,0
"586","Company_ABC","6/5/2018",3412,"Human Resources","North America","64931","1160",251,1,1
"587","Company_ABC","6/6/2018",2116,"Finance","North America","19116","1425",230,1,0
"588","Company_ABC","6/7/2018",2495,"Human Resources","North America","15132","1332",180,1,0
"589","Company_ABC","6/8/2018",1359,NA,"Asia","25191","1492",106,0,0
"590","Company_ABC","6/9/2018",5228,"Support","Europe","46868","901",209,1,1
"591","Company_ABC","6/10/2018",3105,"Support","North America","33736","665",170,0,0
"592","Company_ABC","6/11/2018",2289,"Operations","Europe","15565","1310",223,1,0
"593","Company_ABC","6/12/2018",2608,"Support","North America","40089","985",152,0,0
"594","Company_ABC","6/13/2018",1278,"Human Resources","Latin America","57971","650",139,0,0
"595","Company_ABC","6/14/2018",3604,"Human Resources","Latin America","54961","921",228,0,0
"596","Company_ABC","6/15/2018",1931,"Human Resources","Asia Pacific","31796","776",170,1,0
"597","Company_ABC","6/16/2018",4804,"Engineering","Asia Pacific","73813","825",230,1,0
"598","Company_ABC","6/17/2018",1944,"Human Resources","Asia Pacific","16491","n.a.",207,0,0
"599","Company_ABC","6/18/2018",3190,"Engineering","Europe","36368","779",129,1,0
"600","Company_ABC","6/19/2018",4833,"Human Resources","Europe","18723","715",238,0,0
"601","Company_ABC","6/20/2018",2112,"Marketing","Asia Pacific","20776","1426",239,1,0
"602","Company_ABC","6/21/2018",2668,"Sales","Latin America","21258","1108",291,0,0
"603","Company_ABC","6/22/2018",2637,"Finance","Europe","27296","733",218,1,0
"604","Company_ABC","6/23/2018",1764,"Human Resources","Europe","38264","1064",146,0,0
"605","Company_ABC","6/24/2018",4111,"Marketing","Asia Pacific","19730","866",223,1,0
"606","Company_ABC","6/25/2018",5708,"Operations","Asia Pacific","13367","895",194,1,0
"607","Company_ABC","6/26/2018",5513,"Sales","Latin America","45628","1289",115,0,0
"608","Company_ABC","6/27/2018",6905,"Operations","Latin America","25202","1239",255,0,0
"609","Company_ABC","6/28/2018",5057,"Engineering","Latin America","12355","1270",176,0,0
"610","Company_ABC","6/29/2018",4037,"Sales","Europe","65993","1439",199,1,1
"611","Company_ABC","6/30/2018",3710,"Sales","Latin America","40784","1073",289,0,0
"612","Company_ABC","7/1/2018",6591,"Sales","North America","33544","1183",261,1,0
"613","Company_ABC","6/2/2018",4529,"Engineering","Asia Pacific","75603","1434",147,0,0
"614","Company_ABC","6/3/2018",4594,"Finance","Latin America","31940","512",150,0,0
"615","Company_ABC","6/4/2018",5962,"Operations","North America","38315","1251",229,1,0
"616","Company_ABC","6/5/2018",6834,"Support","Europe","73229","1466",172,0,0
"617","Company_ABC","6/6/2018",3059,"Support","North America","15839","912",165,1,0
"618","Company_ABC","6/7/2018",6110,"Engineering","Asia Pacific","10419","839",137,1,0
"619","Company_ABC","6/8/2018",6749,"Marketing","North America","54286","1471",137,0,0
"620","Company_ABC","6/9/2018",6705,"Operations","Asia Pacific","53880","1033",108,1,1
"621","Company_ABC","6/10/2018",6851,"IT","North America",NA,"1362",204,1,0
"622","Company_ABC","6/11/2018",6222,"IT","Asia Pacific","75370","1424",146,1,1
"623","Company_ABC","6/12/2018",4845,"IT","Asia","56376","945",256,0,0
"624","Company_ABC","6/13/2018",4366,NA,"Latin America","33895","615",191,0,0
"625","Company_ABC","6/14/2018",3671,"Human Resources","Latin America","64636","1270",200,0,0
"626","Company_ABC","6/15/2018",4053,"Sales","Asia Pacific","74768","1109",120,0,0
"627","Company_ABC","7/2/2018",2463,"Engineering","North America","58241","1469",108,0,0
"628","Company_ABC","7/3/2018",4361,"Finance","Europe","34824","561",270,0,0
"629","Company_ABC","7/4/2018",1646,"Human Resources","North America","41986","960",230,1,0
"630","Company_ABC","7/5/2018",6428,"Support","North America","12762","1103",142,0,0
"631","Company_ABC","7/6/2018",5113,"Engineering","Latin America","65780","883",284,1,1
"632","Company_ABC","7/7/2018",6629,"Sales","Europe","24944","1401",131,0,0
"633","Company_ABC","7/8/2018",2728,"IT","Asia Pacific","36785","1054",203,0,0
"634","Company_ABC","7/9/2018",2646,"Sales","Asia Pacific","42458","1422",255,1,0
"635","Company_ABC","7/10/2018",1295,"Operations","Latin America","38700","1278",271,1,0
"636","Company_ABC","7/11/2018",5011,"IT","Latin America","75975","576",207,1,1
"637","Company_ABC","7/12/2018",5942,"Operations","Asia Pacific","41094","n.a.",245,1,0
"638","Company_ABC","7/13/2018",3909,"Operations","Latin America","64734","838",210,0,0
"639","Company_ABC","7/14/2018",2152,"Engineering","Latin America","45810","705",236,0,0
"640","Company_ABC","7/15/2018",1018,NA,"Asia Pacific",NA,"1205",269,1,0
"641","Company_ABC","7/16/2018",5802,"Support","Latin America","52161","1016",159,1,1
"642","Company_ABC","7/17/2018",4532,"Operations","Europe","77672","1331",281,1,0
"643","Company_ABC","7/18/2018",4082,"IT","North America","60764","659",259,0,0
"644","Company_ABC","7/19/2018",3158,"Human Resources","North America","59976","828",201,0,0
"645","Company_ABC","7/20/2018",4970,"Finance","Asia Pacific","54713","1014",271,0,0
"646","Company_ABC","7/21/2018",1059,"Marketing","Latin America","50490","1073",228,0,0
"647","Company_ABC","7/22/2018",1200,"IT","North America","19667","1268",216,0,0
"648","Company_ABC","7/23/2018",2755,"Marketing","Europe","40053","517",184,1,0
"649","Company_ABC","7/24/2018",3663,"Marketing","Europe","50898","n.a.",217,0,0
"650","Company_ABC","7/25/2018",3066,"Operations","Latin America","72800","1073",157,1,0
"651","Company_ABC","7/26/2018",6153,"Marketing","Latin America","14043","661",201,1,0
"652","Company_ABC","7/27/2018",1752,"Human Resources","Europe","42906","774",132,0,0
"653","Company_ABC","7/28/2018",6924,"IT","North America","77559","1486",145,0,0
"654","Company_ABC","7/29/2018",NA,"IT","Europe","54943","721",100,0,0
"655","Company_ABC","7/30/2018",4121,"Marketing","Europe","20734","918",106,0,0
"656","Company_ABC","7/31/2018",3493,"Support","Latin America","46267","595",147,1,1
"657","Company_ABC","8/1/2018",5936,"Engineering","Europe","78822","1093",138,1,1
"658","Company_ABC","7/2/2018",1625,"Finance","Asia Pacific","29117","702",263,1,0
